Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides CoV-D1-1	Peptides CoV-D1-2	Peptides CoV-D1-3	Peptides CoV-D2-1	Peptides CoV-D2-2	Peptides CoV-D2-3	Peptides DV1	Peptides DV2	Peptides DV3	Peptides FlaviC1	Peptides FlaviC2	Peptides FlaviC3	Peptides Mock1	Peptides Mock2	Peptides Mock3	Peptides RV	Peptides RV_C	Peptides ZV1	Peptides ZV2	Peptides ZV3	Razor + unique peptides CoV-D1-1	Razor + unique peptides CoV-D1-2	Razor + unique peptides CoV-D1-3	Razor + unique peptides CoV-D2-1	Razor + unique peptides CoV-D2-2	Razor + unique peptides CoV-D2-3	Razor + unique peptides DV1	Razor + unique peptides DV2	Razor + unique peptides DV3	Razor + unique peptides FlaviC1	Razor + unique peptides FlaviC2	Razor + unique peptides FlaviC3	Razor + unique peptides Mock1	Razor + unique peptides Mock2	Razor + unique peptides Mock3	Razor + unique peptides RV	Razor + unique peptides RV_C	Razor + unique peptides ZV1	Razor + unique peptides ZV2	Razor + unique peptides ZV3	Unique peptides CoV-D1-1	Unique peptides CoV-D1-2	Unique peptides CoV-D1-3	Unique peptides CoV-D2-1	Unique peptides CoV-D2-2	Unique peptides CoV-D2-3	Unique peptides DV1	Unique peptides DV2	Unique peptides DV3	Unique peptides FlaviC1	Unique peptides FlaviC2	Unique peptides FlaviC3	Unique peptides Mock1	Unique peptides Mock2	Unique peptides Mock3	Unique peptides RV	Unique peptides RV_C	Unique peptides ZV1	Unique peptides ZV2	Unique peptides ZV3	Sequence length	Sequence lengths	Intensity CoV-D1-1	Intensity CoV-D1-2	Intensity CoV-D1-3	Intensity CoV-D2-1	Intensity CoV-D2-2	Intensity CoV-D2-3	Intensity DV1	Intensity DV2	Intensity DV3	Intensity FlaviC1	Intensity FlaviC2	Intensity FlaviC3	Intensity Mock1	Intensity Mock2	Intensity Mock3	Intensity RV	Intensity RV_C	Intensity ZV1	Intensity ZV2	Intensity ZV3	LFQ intensity CoV-D1-1	LFQ intensity CoV-D1-2	LFQ intensity CoV-D1-3	LFQ intensity CoV-D2-1	LFQ intensity CoV-D2-2	LFQ intensity CoV-D2-3	LFQ intensity DV1	LFQ intensity DV2	LFQ intensity DV3	LFQ intensity FlaviC1	LFQ intensity FlaviC2	LFQ intensity FlaviC3	LFQ intensity Mock1	LFQ intensity Mock2	LFQ intensity Mock3	LFQ intensity RV	LFQ intensity RV_C	LFQ intensity ZV1	LFQ intensity ZV2	LFQ intensity ZV3	Protein IDs	Majority protein IDs
			1	1	1	6.5	6.5	6.5	20.987	0	7.1058	86851	0	NaN	NaN	NaN	NaN	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	184	NaN	0	0	0	0	0	0	32416	0	54435	0	0	0	0	0	0	0	0	0	0	0	15.4088078464572	16.3029687032808	15.7209363750884	14.9407492463276	14.4073300327309	14.7131184633834	16.3737923618975	13.0697292990924	15.8128040356045	14.1043767827607	15.7636165059641	15.0961797862524	17.3501197777764	14.5946033572503	12.7838415807701	16.9622446722986	14.7451601765344	14.3073490003838	14.9350009206833	14.3109646362563	sp|P62834|RAP1A_HUMAN;sp|P61224|RAP1B_HUMAN;sp|A6NIZ1|RP1BL_HUMAN	sp|P62834|RAP1A_HUMAN;sp|P61224|RAP1B_HUMAN;sp|A6NIZ1|RP1BL_HUMAN
			5	5	5	20.9	20.9	20.9	46.121	0	13.669	821080	26	5	5	5	NaN	1	0	0	0	0	1	1	1	0	0	4	4	4	0	0	0	0	0	2	4	3	0	0	0	0	1	1	1	0	0	4	4	4	0	0	0	0	0	2	4	3	0	0	0	0	1	1	1	0	0	4	4	4	0	0	0	0	0	2	4	3	407	407	0	0	0	0	80224	129680	38175	0	0	131170	152050	73132	0	0	0	0	0	49202	79620	87833	14.7019082652629	16.4609924589264	14.9337807807381	16.0191004326776	13.8893587310973	15.6284209483836	16.3378831856339	13.324334712183	14.2438642394682	18.7937620477998	18.7944602898694	18.7138093692603	13.8427650687003	15.1828985781504	11.89476668033	14.5346243517811	14.6858642104297	17.539734368449	18.4247649906403	17.9312222809581	sp|A6NJ78|MET15_HUMAN	sp|A6NJ78|MET15_HUMAN
+			1	1	1	2.4	2.4	2.4	59.743	1	-2	27961	1	NaN	NaN	NaN	NaN	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	546	NaN	0	0	0	0	0	0	0	0	0	27961	0	0	0	0	0	0	0	0	0	0	13.9436393866741	15.8163908744912	14.528903339859	15.8158909719545	13.8714122260889	14.4381019709118	15.225747742073	15.1949031126985	13.4388412525708	16.769269660258	12.8512679349389	16.2322880546306	13.8767833962941	13.993394619829	13.4398642955704	14.5826562945263	13.9842519839364	13.7538715407875	14.7529807774182	14.030647210333	sp|Q8NG57|ELOA3_HUMAN;sp|Q3SY89|ELB3B_HUMAN;sp|A6NLF2|ELB3D_HUMAN	sp|Q8NG57|ELOA3_HUMAN;sp|Q3SY89|ELB3B_HUMAN;sp|A6NLF2|ELB3D_HUMAN
+			1	1	1	0.7	0.7	0.7	197.3	1	-2	687900	6	1	1	1	NaN	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1837	1837	0	0	0	0	0	0	292720	0	111200	86045	89045	42335	0	0	0	0	0	0	0	66560	14.6582381164069	15.7099383354669	14.2973412635945	15.8031982988627	16.3896567687082	15.6975588368286	18.2482240896685	14.636827611144	20.6396233406525	18.4969317756602	18.2453484387394	20.1940017269555	14.1645274919513	14.6438346535679	14.6356961169016	15.4234677583035	13.7018411330226	15.0423453723132	14.4559893315387	18.7351923956699	sp|A7E2V4|ZSWM8_HUMAN	sp|A7E2V4|ZSWM8_HUMAN
			8	8	8	7.5	7.5	7.5	161.1	0	17.682	509610	8	8	8	8	NaN	1	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1454	1454	0	0	0	257660	0	0	0	251950	0	0	0	0	0	0	0	0	0	0	0	0	14.5693477184647	13.5837033295086	14.9936239164775	16.8667718152102	13.2599019250678	14.258855416401	14.4089370376154	19.4650123109194	15.8755371565401	15.2048744314364	15.167611170285	14.9134398940465	15.8999885538099	14.1681467408075	14.0731413956129	13.5381590258377	13.4394977456469	13.7394650872798	14.1483247853513	14.705251868868	sp|A8K2U0|A2ML1_HUMAN	sp|A8K2U0|A2ML1_HUMAN
			2	2	2	17.1	17.1	17.1	8.496	0	33.733	1018700	5	NaN	NaN	NaN	NaN	2	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	76	NaN	0	0	0	0	0	0	280220	384050	354450	0	0	0	0	0	0	0	0	0	0	0	15.5838610279562	14.7336474182936	14.901765437113	14.7835467160144	13.8544723819003	15.0290032362352	18.4784457476276	18.828142683881	18.3715214280668	14.052354463759	13.4877915657825	13.6651849571292	14.9470766035598	13.4944091270512	14.5024786371084	14.8589121067012	13.1666610743713	13.0150605177157	14.9801374294169	14.3177006836509	sp|P62308|RUXG_HUMAN;sp|A8MWD9|RUXGL_HUMAN	sp|P62308|RUXG_HUMAN;sp|A8MWD9|RUXGL_HUMAN
			7	7	7	3.7	3.7	3.7	205.42	0	323.31	20106000	42	NaN	NaN	NaN	NaN	2	0	3	4	3	2	3	4	4	3	1	0	1	0	2	2	2	1	2	3	3	0	3	4	3	2	3	4	4	3	1	0	1	0	2	2	2	1	2	3	3	0	3	4	3	2	3	4	4	3	1	0	1	0	2	2	2	1	2	3	3	2078	NaN	0	218950	1560500	2745600	588580	7400700	1034900	994950	1130300	15317	0	11988	0	89744	117140	3456900	34873	303120	151130	250800	14.2842327572711	19.8325377506931	19.7811035304394	19.6247097961545	18.8935029972715	20.6617085216807	20.1998831824994	20.1095501256375	20.3486244291373	16.8789130524818	15.1156608457409	16.7522499617355	15.2570707131284	18.6357677092871	18.7411311857553	18.6968317239994	17.4561137319367	19.8595408525997	19.6233171126242	19.4826070958526	sp|E9PAV3|NACAM_HUMAN;sp|Q9BZK3|NACP4_HUMAN	sp|E9PAV3|NACAM_HUMAN
			46	46	46	28.5	28.5	28.5	242.99	0	323.31	972360000	300	46	46	46	NaN	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	46	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	46	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	46	0	0	0	0	2179	2179	0	0	0	129200	0	0	17277	0	53434	43935	0	0	0	0	24182	972090000	0	0	0	0	15.6879212101327	15.1045041703124	14.9437454129593	13.1396153002298	16.6488106833116	15.6924508672128	12.8933015308606	14.7930787570595	13.7314251076429	14.6932691428932	12.5954785423636	14.5157740711863	13.6640286786636	13.9413154923234	13.4112461518404	26.9837018442519	14.031445291201	13.9480860984457	14.07777869706	15.2478350370506	sp|HRV|HRV_PolyProtein_P03303	sp|HRV|HRV_PolyProtein_P03303
			3	3	3	5.1	5.1	5.1	79.954	0	4.3822	32386	3	3	3	3	NaN	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	706	706	0	0	0	0	0	0	32386	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1352574417622	16.0299686404276	14.7106417284958	15.0953110800582	15.2084930982983	14.7465967244576	15.9195849631341	13.5511920123905	15.0435367836795	13.2754149863682	13.2421750854295	12.5564704063091	14.477130558966	14.3415946176345	12.5687817430235	13.7779961748074	14.3515526154275	14.7981501515581	15.7800029156806	14.7078797865816	sp|O00139|KIF2A_HUMAN	sp|O00139|KIF2A_HUMAN
			23	8	8	56.7	26.9	26.9	49.129	0	61.362	58918000	66	23	8	8	NaN	1	4	4	11	11	12	11	15	15	15	5	1	3	1	2	4	18	4	13	10	13	1	1	4	3	4	3	4	2	2	0	0	0	0	1	0	7	0	1	0	1	1	1	4	3	4	3	4	2	2	0	0	0	0	1	0	7	0	1	0	1	427	427	95105	11708	3064000	2248600	6100100	2718000	1493600	672950	583290	0	0	0	0	14079	0	41709000	0	92037	0	115360	19.2907973479179	16.6994097830703	20.0902933656217	20.1453202156352	21.6121179780431	19.0938043908422	20.1844685980243	19.3547271817719	19.3982844277155	13.0422484955722	15.9089503026158	13.8213358845443	14.739005934205	16.3699721474912	15.0864191809581	22.1365543676716	12.6136709900054	18.0626575340542	15.651832673003	18.8207773014191	sp|O00148|DX39A_HUMAN	sp|O00148|DX39A_HUMAN
			13	13	13	56.8	56.8	56.8	36.071	0	132.78	49199000	32	13	13	13	NaN	1	2	2	7	9	7	11	3	3	1	1	1	1	1	1	4	1	1	3	1	3	2	2	7	9	7	11	3	3	1	1	1	1	1	1	4	1	1	3	1	3	2	2	7	9	7	11	3	3	1	1	1	1	1	1	4	1	1	3	1	3	329	329	85367	80502	1927700	6257400	4503500	32545000	303100	167540	44067	11660	17588	8512.2	11414	56308	409670	2461700	87479	94466	20862	105390	18.1705021362016	18.5872501191222	19.5757386553891	20.0814782368591	20.5918583207524	22.9850101234805	17.9257282760068	17.9072427730888	16.3241629629624	17.3456824481868	17.7008325259529	16.9773470115532	16.7974082214828	16.3700913820057	19.1974854836911	18.1176126661761	18.3099026191835	18.2330859815992	18.4387593707861	19.0183523354662	sp|O00151|PDLI1_HUMAN	sp|O00151|PDLI1_HUMAN
			2	2	2	6.1	6.1	6.1	41.796	0	4.067	3239100	3	2	2	2	NaN	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	380	380	0	0	64301	430590	143520	1144000	221900	178000	240270	0	0	0	0	0	0	655950	0	60007	36109	64417	16.1313394888005	14.1240894055738	15.9197164576727	13.1408560499739	14.3552591958009	14.3443928281154	17.3336794902041	17.3034061866546	17.2996552131588	13.691422759127	13.9942866961953	15.1191862234468	14.468726231797	14.8989045583471	14.2672274080772	16.8656849482633	14.1537139619007	17.2459982804727	17.3110564557538	17.5919313482658	sp|O00154|BACH_HUMAN	sp|O00154|BACH_HUMAN
			6	6	6	21.2	21.2	21.2	37.636	0	29.222	13149000	27	6	6	6	NaN	1	1	1	3	4	4	4	3	4	4	3	2	1	0	0	1	0	0	3	3	3	1	1	3	4	4	4	3	4	4	3	2	1	0	0	1	0	0	3	3	3	1	1	3	4	4	4	3	4	4	3	2	1	0	0	1	0	0	3	3	3	330	330	102180	66717	1127900	2109800	2504400	5091100	476450	450400	625330	39756	31235	5756.6	0	0	73561	0	0	200560	69068	175260	19.2383674174681	18.8580538664876	19.9061419328925	19.5823331284411	20.2125248831552	20.0919724951842	18.9652206218142	18.7305563757574	18.6568996499148	16.9931374185922	17.5946307708599	18.1025703811045	14.430537880591	14.9994874141735	18.2575535839808	14.353522599026	15.2419073649055	18.7629918575179	18.1591125085469	18.5166464810322	sp|O00170|AIP_HUMAN	sp|O00170|AIP_HUMAN
			5	5	5	13.9	13.9	13.9	72.453	0	50.945	851060	29	5	5	5	NaN	1	0	0	0	0	0	0	5	3	2	1	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	5	3	2	1	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	5	3	2	1	0	0	0	0	0	0	0	4	3	4	669	669	0	0	0	0	0	0	226940	217880	83524	21467	0	0	0	0	0	0	0	112670	30502	158070	14.7010388360199	15.5788548732608	14.8831768002972	14.958367462381	14.1976964356552	14.3199464943653	18.0666042866411	18.0301498249257	17.8143446339271	18.1088102885521	14.4846775799226	14.7924876208025	14.655372199152	15.5278412161192	14.1410096536597	13.9647189722681	12.0650130661813	18.8408885403958	18.0456423608667	18.6836663028229	sp|O00178|GTPB1_HUMAN	sp|O00178|GTPB1_HUMAN
			2	2	2	9.9	9.9	9.9	41.307	0	4.216	188480	2	2	2	2	NaN	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	365	365	0	0	160010	0	0	0	0	28477	0	0	0	0	0	0	0	0	0	0	0	0	13.6595096022305	16.4080708742374	18.8851541646946	14.6783299004319	15.141512395553	15.1947860945592	14.4979145963048	16.3197779485679	14.4050764987089	14.9144251087625	15.0746717766619	14.0418399447357	14.6177028960889	13.8519996372344	14.477188870875	14.9510890141479	12.2343285483065	14.9910154932718	14.6034637372454	15.0941983638404	sp|O00204|ST2B1_HUMAN	sp|O00204|ST2B1_HUMAN
